2519
(128560439, 'ADA3', '603', 'C1', 'PORTO', 'PARANHOS', 'RUA VALE FORMOSO', 'PARAGEM SEM ABRIGO')
(112617111, 'PCUA1', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA D. AFONSO HENRIQUES', 'PARAGEM SEM ABRIGO')
(112617111, 'PCUA2', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA D. AFONSO HENRIQUES', 'PARAGEM COM ABRIGO J')
(311886864, 'PCV2', '0', 'C2', 'PORTO', 'NEVOGILDE', 'RUA GONDAREM', 'PARAGEM COM ABRIGO J')
(430267067, 'PDAM1', '0', 'C5', 'MAIA', 'GUEIFÃES', 'RUA MANUEL FERREIRA PINTO', 'postalete')
(430267067, 'PDAM2', '0', 'C5', 'MAIA', 'GUEIFÃES', 'RUA MANUEL FERREIRA PINTO', 'postalete')
(430267067, 'PDAM3', '0', 'C5', 'MAIA', 'GUEIFÃES', 'RUA PADRE AMERICO', 'postalete')
(430267067, 'PDAM4', '0', 'C5', 'MAIA', 'GUEIFÃES', 'RUA PADRE AMERICO', 'com painel abrigo')
(100118436, 'ACNT1', '27', 'S2', 'VILA NOVA DE GAIA', 'VALADARES', 'RUA CRASTO', 'postalete')
(100118436, 'ACNT2', '20', 'S2', 'VILA NOVA DE GAIA', 'VALADARES', 'RUA CRASTO', 'postalete')
(663689451, 'PDEH1', '0', 'C8', 'GONDOMAR', 'FÂNZERES', '0', 'postalete')
(663689451, 'PDEH2', '0', 'C8', 'GONDOMAR', 'RIO TINTO', '0', 'postalete')
(100118446, 'PDI2', '0', 'S2', 'VILA NOVA DE GAIA', 'MADALENA', 'RUA BARREIRO', 'com painel abrigo')
(112613540, 'PDM1', '0', 'N11', 'MAIA', 'MOREIRA', 'RUA CORONEL CARLOS MOREIRA', 'abrigo')
(112613540, 'PDM2', '976', 'N11', 'MAIA', 'MOREIRA', 'RUA CORONEL CARLOS MOREIRA', 'postalete')
(112613540, 'PDM3', '0', 'N11', 'MAIA', 'MOREIRA', 'RUA CONSELHEIRO LUIS DE MAGALH', 'postalete')
(112613540, 'PDM4', '0', 'N11', 'MAIA', 'MOREIRA', 'RUA CONSELHEIRO LUIS DE MAGALH', 'postalete')
(129554561, 'PDR', '0', 'C1', 'PORTO', 'SANTO ILDEFONSO', 'RUA FORMOSA', 'PARAGEM SEM ABRIGO')
(663689451, 'PDR1', '0', 'C10', 'VALONGO', 'VALONGO', 'RUA ALVES SALDANHA', 'PARAGEM COM ABRIGO J')
(663689451, 'PDR2', '0', 'C10', 'VALONGO', 'VALONGO', 'RUA ALVES SALDANHA', 'PARAGEM SEM ABRIGO')
(430284844, 'PDV1', '5694', 'C5', 'MATOSINHOS', 'S. MAMEDE DE INFESTA', 'AVENIDA CONDE', 'com painel abrigo')
(430284844, 'PDV2', '0', 'C5', 'MATOSINHOS', 'S. MAMEDE DE INFESTA', 'AVENIDA CONDE', 'com painel abrigo')
(429433615, 'REV1', '0', 'C2', 'PORTO', 'ALDOAR', 'RUA LIDADOR', 'PARAGEM COM ABRIGO J')
(429433615, 'REV2', '0', 'C2', 'PORTO', 'ALDOAR', 'RUA LIDADOR', 'PARAGEM COM ABRIGO J')
(429542193, 'PDVD3', '0', 'C2', 'PORTO', 'ALDOAR', 'RUA JORNAL NOTICIAS', 'PARAGEM COM ABRIGO J')
(429542193, 'PDVD4', '0', 'C2', 'PORTO', 'ALDOAR', 'RUA JORNAL NOTICIAS', 'postalete')
(428214872, 'PRI1', '0', 'C2', 'PORTO', 'FOZ DO DOURO', 'AVENIDA MARECHAL GOMES COSTA', 'com painel abrigo')
(90379613, 'PRI2', '0', 'C2', 'PORTO', 'FOZ DO DOURO', 'PRACA IMPERIO', 'PARAGEM COM ABRIGO J')
(497159080, 'PRI4', '0', 'C2', 'PORTO', 'FOZ DO DOURO', 'AVENIDA MARECHAL GOMES COSTA', 'com painel abrigo')
(430284855, 'MAIA3', '0', 'C5', 'MAIA', 'MAIA', '0', 'PARAGEM SEM ABRIGO')
(100118450, 'PRMR1', '0', 'S8', 'VILA NOVA DE GAIA', 'VILA NOVA DE GAIA (SANTA MARINHA)', 'RUA MACHADO DOS SANTOS', 'com painel abrigo')
(100118450, 'PRMR2', '0', 'S8', 'VILA NOVA DE GAIA', 'VILA NOVA DE GAIA (SANTA MARINHA)', 'RUA MACHADO DOS SANTOS', 'postalete')
(445439344, 'CPRN4', '0', 'C6', 'PORTO', 'PARANHOS', 'RUA DR. MANUEL PEREIRA DA SILV', 'com painel abrigo')
(445439344, 'CPRN3', '0', 'C6', 'PORTO', 'PARANHOS', 'RUA DR. MANUEL PEREIRA DA SILV', 'com painel abrigo')
(411504969, 'IPRN1', '344', 'C6', 'PORTO', 'PARANHOS', 'RUA DIONIZIO SANTOS SILVA', 'com painel abrigo')
(128597080, 'IPRN2', '0', 'C6', 'PORTO', 'PARANHOS', 'RUA IGREJA PARANHOS', 'com painel abrigo')
(1223751578, 'IPRN3', '0', 'C6', 'PORTO', 'PARANHOS', 'RUA DR. MANUEL PEREIRA DA SILV', 'postalete')
(497870717, 'PRO1', '0', 'C2', 'PORTO', 'RAMALDE', 'AVENIDA DR. ANTUNES GUIMARAES', 'PARAGEM SEM ABRIGO')
(112613542, 'PTH1', '0', 'C5', 'MATOSINHOS', 'LEÇA DO BALIO', 'RUA CUSTIO', 'com painel abrigo')
(112613542, 'PTH2', '0', 'C5', 'MATOSINHOS', 'LEÇA DO BALIO', 'RUA CUSTIO', 'com painel abrigo')
(112617128, 'PTHS1', '0', 'C8', 'GONDOMAR', 'BAGUIM DO MONTE', 'RUA NOSSA SR AMPARO', 'postalete')
(112617128, 'PTHS2', '0', 'C8', 'GONDOMAR', 'RIO TINTO', 'RUA NOSSA SR AMPARO', 'postalete')
(663689451, 'PTLH', '0', 'C8', 'GONDOMAR', 'FÂNZERES', 'RUA DAS CRUZES', 'postalete')
(111632672, 'HIPD', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', ' ACESSO EN 107', 'postalete')
(111632672, 'PTLS3', '0', 'C3', 'MATOSINHOS', 'MATOSINHOS', ' ACESSO E.N. 107', 'com painel abrigo')
(96497010, 'RBO1', '0', 'C3', 'MATOSINHOS', 'GUIFÕES', 'RUA LOMBA', 'postalete')
(96497010, 'RBO2', '0', 'C3', 'MATOSINHOS', 'GUIFÕES', 'RUA LOMBA', 'postalete')
(112675715, 'BVBR1', '0', 'C1', 'PORTO', 'CEDOFEITA', 'AVENIDA BOAVISTA', 'postalete')
(335560625, 'BVBR2', '0', 'C1', 'PORTO', 'CEDOFEITA', 'AVENIDA BOAVISTA', 'postalete')
(112675712, 'BVCM3', '0', 'C1', 'PORTO', 'MASSARELOS', 'PRACA MOUZINHO ALBUQUERQUE', 'PARAGEM SEM ABRIGO')
(90378707, 'BCM2', '0', 'C1', 'PORTO', 'CEDOFEITA', 'AVENIDA FRANCA', 'postalete')
(90378707, 'BCM3', '0', 'C1', 'PORTO', 'CEDOFEITA', 'AVENIDA FRANCA', 'PARAGEM COM ABRIGO J')
(124388814, 'BVCT1', '0', 'C1', 'PORTO', 'CEDOFEITA', 'PRACA MOUZINHO ALBUQUERQUE', 'PARAGEM SEM ABRIGO')
(112675709, 'BCM4', '0', 'C1', 'PORTO', 'CEDOFEITA', 'RUA 5 DE OUTUBRO', 'PARAGEM SEM ABRIGO')
(112613546, 'RBX1', '0', 'C5', 'MATOSINHOS', 'LEÇA DO BALIO', 'RUA RECAREI', 'postalete')
(112613546, 'RBX2', '0', 'C5', 'MATOSINHOS', 'LEÇA DO BALIO', 'RUA RECAREI', 'postalete')
(299579035, 'RC1', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'AVENIDA FERNAO MAGALHAES', 'com painel abrigo')
(410190901, 'RCON', '0', 'C6', 'PORTO', 'PARANHOS', 'AVENIDA FERNAO MAGALHAES', 'com painel abrigo')
(788826675, 'RCA', '0', 'C5', 'MAIA', 'PEDROUÇOS', 'RUA DA ARROTEIA', 'PARAGEM SEM ABRIGO')
(1224758703, 'RCD1', '0', 'S2', 'VILA NOVA DE GAIA', 'VALADARES', 'RUA ROCADAS', 'postalete')
(1224758703, 'RCD2', '0', 'S2', 'VILA NOVA DE GAIA', 'VALADARES', 'RUA ROCADAS', 'postalete')
(112617128, 'FTSR1', '0', 'C10', 'VALONGO', 'VALONGO', 'RUA RIBEIRO CAMBADO', 'PARAGEM COM ABRIGO J')
(112613546, 'RSUL1', '0', 'C5', 'MATOSINHOS', 'LEÇA DO BALIO', 'RUA RECAREI', 'postalete')
(112613546, 'RSUL2', '0', 'C5', 'MATOSINHOS', 'LEÇA DO BALIO', 'RUA RECAREI', 'postalete')
(112617128, 'RCMB1', '0', 'C10', 'VALONGO', 'VALONGO', 'RUA RIBEIRO CAMBADO', 'PARAGEM SEM ABRIGO')
(112617128, 'RCMB2', '0', 'C10', 'VALONGO', 'VALONGO', 'RUA RIBEIRO CAMBADO', 'PARAGEM COM ABRIGO J')
(311624110, 'PMS1', '0', 'S2', 'VILA NOVA DE GAIA', 'MADALENA', 'RUA CAMPISMO', 'abrigo')
(311624110, 'PMS2', '0', 'S2', 'VILA NOVA DE GAIA', 'MADALENA', 'RUA CAMPISMO', 'abrigo')
(430267067, 'RCNH1', '0', 'C9', 'MAIA', 'MILHEIRÓS', 'RUA DAS CONCHAS', 'postalete')
(430267067, 'RCNH2', '0', 'C9', 'MAIA', 'MILHEIRÓS', 'RUA DA ARROTEIA', 'abrigo')
(311887298, 'RCRT1', '0', 'C2', 'PORTO', 'ALDOAR', 'RUA FEZ', 'com painel abrigo')
(311887298, 'RCRT2', '0', 'C2', 'PORTO', 'ALDOAR', 'RUA FEZ', 'postalete')
(430267067, 'RCT1', '38', 'C5', 'MATOSINHOS', 'S. MAMEDE DE INFESTA', 'RUA MOALDE', 'postalete')
(430267067, 'RCT2', '63', 'C5', 'MATOSINHOS', 'S. MAMEDE DE INFESTA', 'RUA MOALDE', 'postalete')
(112617111, 'RCTL1', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA DAS ARREGADAS', 'postalete')
(112617111, 'RCTL2', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA DAS ARREGADAS', 'postalete')
(663689450, 'PCAR1', '0', 'C8', 'GONDOMAR', 'RIO TINTO', '0', 'com painel abrigo')
(663689451, 'PCAR2', '0', 'C8', 'GONDOMAR', 'RIO TINTO', '0', 'postalete')
(100118446, 'RDA1', '0', 'S2', 'VILA NOVA DE GAIA', 'MADALENA', 'RUA ST EULALIA', 'postalete')
(100118446, 'RDA2', '0', 'S2', 'VILA NOVA DE GAIA', 'MADALENA', 'RUA BARREIRO', 'com painel abrigo')
(112613546, 'RDS2', '0', 'C5', 'MATOSINHOS', 'CUSTÓIAS', 'RUA FONTE VELHA', 'com painel abrigo')
(1236467449, 'REAL1', '0', 'C2', 'MATOSINHOS', 'MATOSINHOS', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'postalete')
(1236467449, 'REAL2', '0', 'C2', 'PORTO', 'ALDOAR', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(111631898, 'QSEC1', '0', 'C3', 'MATOSINHOS', 'SENHORA DA HORA', 'RUA DR. EDUARDO TORRES', 'com painel abrigo')
(96497009, 'QSEC2', '0', 'C3', 'MATOSINHOS', 'SENHORA DA HORA', 'AVENIDA MERIGNAC', 'com painel abrigo')
(112613542, 'REAR1', '0', 'C5', 'MATOSINHOS', 'LEÇA DO BALIO', 'RUA ARAUJO', 'postalete')
(112613540, 'PTM1', '0', 'C5', 'MATOSINHOS', 'LEÇA DO BALIO', 'RUA CUSTIO', 'postalete')
(112613540, 'PTM2', '0', 'C5', 'MATOSINHOS', 'LEÇA DO BALIO', 'RUA CUSTIO', 'postalete')
(314075584, 'INSA1', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'RUA AFONSO DE PAIVA', 'PARAGEM SEM ABRIGO')
(314075584, 'INSA2', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'RUA BARTOLOMEU VELHO', 'PARAGEM COM ABRIGO J')
(314048268, 'SGS1', '0', 'C2', 'PORTO', 'FOZ DO DOURO', 'AVENIDA MARECHAL GOMES COSTA', 'com painel abrigo')
(492290151, 'SGS2', '0', 'C2', 'PORTO', 'FOZ DO DOURO', 'AVENIDA MARECHAL GOMES COSTA', 'com painel abrigo')
(444041716, 'PVH1', '0', 'C9', 'VALONGO', 'ERMESINDE', 'AVENIDA JOAO DEUS', 'com painel abrigo')
(444041716, 'PVH2', '0', 'C9', 'VALONGO', 'ERMESINDE', 'AVENIDA JOAO DEUS', 'postalete')
(447872458, 'QCH1', '0', 'C9', 'VALONGO', 'ERMESINDE', 'RUA JOAQUIM RIBEIRO TELES', 'PARAGEM SEM ABRIGO')
(447872458, 'QCH2', '0', 'C9', 'VALONGO', 'ERMESINDE', 'RUA JOAQUIM RIBEIRO TELES', 'PARAGEM SEM ABRIGO')
(112613532, 'QCM3', '60', 'C2', 'MATOSINHOS', 'SENHORA DA HORA', 'RUA SOBREIRO', 'postalete')
(112613532, 'QCM4', '2508', 'C2', 'MATOSINHOS', 'SENHORA DA HORA', 'RUA SOBREIRO', 'postalete')
(111467280, 'QCMN1', '0', 'S1', 'VILA NOVA DE GAIA', 'CANIDELO', 'RUA TENENTE VALADIM', 'postalete')
(111467280, 'QCMN2', '901', 'S1', 'VILA NOVA DE GAIA', 'CANIDELO', 'RUA TENENTE VALADIM', 'postalete')
(112613542, 'QTAD1', '937', 'C5', 'MAIA', 'MAIA', 'RUA CONSELHEIRO COSTA AROSO', 'com painel abrigo')
(112613542, 'QTAD2', '252 E', 'C5', 'MAIA', 'MAIA', 'RUA CONSELHEIRO COSTA AROSO', 'postalete')
(473849956, 'QTAM1', '0', 'C1', 'PORTO', 'CEDOFEITA', 'RUA OLIVEIRA MONTEIRO', 'PARAGEM COM ABRIGO J')
(473849956, 'QTAM2', '0', 'C1', 'PORTO', 'CEDOFEITA', 'RUA OLIVEIRA MONTEIRO', 'PARAGEM COM ABRIGO J')
(111506652, 'QTC1', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'AVENIDA DR. ANTUNES GUIMARAES', 'com painel abrigo')
(111619645, 'AEP', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'RUA DR. ANTONIO MACEDO', 'postalete')
(96497009, 'QTI', '13862', 'C2', 'MATOSINHOS', 'SENHORA DA HORA', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(112613538, 'BRRO1', '0', 'N10', 'MATOSINHOS', 'PERAFITA', 'ESTRADA EN 107', 'PARAGEM SEM ABRIGO')
(112613538, 'BRRO2', '0', 'N10', 'MAIA', 'MOREIRA', 'EN 107', 'PARAGEM SEM ABRIGO')
(445041898, 'QULH1', '0', 'C9', 'MAIA', 'MILHEIRÓS', 'RUA DAS ARREGADAS', 'postalete')
(445041898, 'QULH2', '0', 'C9', 'MAIA', 'MILHEIRÓS', 'RUA DAS ARREGADAS', 'postalete')
(112613540, 'R51', '0', 'N10', 'MAIA', 'MOREIRA', 'RUA 5', 'postalete')
(112613538, 'R7N1', '0', 'N10', 'MAIA', 'VILA NOVA DA TELHA', 'RUA 5', 'com painel abrigo')
(112613538, 'R7P1', '0', 'N10', 'MAIA', 'VILA NOVA DA TELHA', 'RUA 1', 'postalete')
(473859815, 'RA1', '0', 'C1', 'PORTO', 'CEDOFEITA', 'LARGO RAMALDA ALTA', 'PARAGEM COM ABRIGO J')
(474541483, 'RA2', '0', 'C1', 'PORTO', 'CEDOFEITA', 'RUA SERPA PINTO', 'PARAGEM SEM ABRIGO')
(299608221, 'ACO1', '0', 'C6', 'PORTO', 'PARANHOS', 'RUA COSTA CABRAL', 'PARAGEM SEM ABRIGO')
(299573943, 'ACO2', '0', 'C6', 'PORTO', 'PARANHOS', 'RUA COSTA CABRAL', 'PARAGEM SEM ABRIGO')
(128655665, 'CSC', '0', 'C1', 'PORTO', 'CAMPANHÃ', 'RUA S ROQUE DA LAMEIRA', 'PARAGEM SEM ABRIGO')
(430267067, 'RARR1', '0', 'C9', 'MAIA', 'MILHEIRÓS', 'RUA DA ARROTEIA', 'abrigo')
(430267067, 'RARR2', '0', 'C9', 'MAIA', 'MILHEIRÓS', 'RUA DA ARROTEIA', 'abrigo')
(1097394745, 'RAZ', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'RUA AZEVEDO', 'PARAGEM SEM ABRIGO')
(111481563, 'RBR1', '0', 'C1', 'PORTO', 'S. NICOLAU', 'RUA INFANTE D. HENRIQUE', 'postalete')
(111481563, 'RBR2', '0', 'C1', 'PORTO', 'S. NICOLAU', 'RUA INFANTE D. HENRIQUE', 'postalete')
(447872458, 'RBD1', '0', 'C6', 'GONDOMAR', 'RIO TINTO', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(447872455, 'RBD2', '0', 'C6', 'GONDOMAR', 'RIO TINTO', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(704799813, 'PLNT1', '0', 'C1', 'PORTO', 'MASSARELOS', 'RUA CAMPO ALEGRE', 'PARAGEM COM ABRIGO J')
(479183608, 'PLNT2', '0', 'C1', 'PORTO', 'MASSARELOS', 'RUA CAMPO ALEGRE', 'PARAGEM COM ABRIGO J')
(430267067, 'PMAI1', '0', 'C9', 'MAIA', 'MILHEIRÓS', 'RUA DA AGRA', 'postalete')
(430267067, 'PMAI2', '0', 'C9', 'MAIA', 'MILHEIRÓS', 'RUA DA AGRA', 'postalete')
(1224758703, 'PMEL1', '0', 'S2', 'VILA NOVA DE GAIA', 'VALADARES', 'RUA FONTES PEREIRA MELO', 'postalete')
(1224758703, 'PMEL2', '171', 'S2', 'VILA NOVA DE GAIA', 'VALADARES', 'RUA FONTES PEREIRA MELO', 'postalete')
(444041716, 'PML1', '0', 'C9', 'VALONGO', 'ERMESINDE', 'ENG. DUARTE PACHECO', 'com painel abrigo')
(444041716, 'PML2', '0', 'C9', 'VALONGO', 'ERMESINDE', 'AVENIDA JOAO DEUS', 'postalete')
(444041716, 'PML3', '0', 'C9', 'VALONGO', 'ERMESINDE', 'ENG. DUARTE PACHECO', 'com painel abrigo')
(111619645, 'PMV1', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'AVENIDA DR. ANTUNES GUIMARAES', 'postalete')
(111619645, 'PMV2', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'AVENIDA DR. ANTUNES GUIMARAES', 'com painel abrigo')
(112613540, 'PMVA1', '0', 'N11', 'MAIA', 'MOREIRA', 'RUA CORONEL CARLOS MOREIRA', 'postalete')
(112613540, 'PMVA2', '790', 'N11', 'MAIA', 'MOREIRA', 'RUA CORONEL CARLOS MOREIRA', 'postalete')
(430267067, 'PND1', '0', 'C5', 'MAIA', 'GUEIFÃES', 'RUA MANUEL FERREIRA PINTO', 'com painel abrigo')
(430267067, 'PND3', '0', 'C5', 'MAIA', 'GUEIFÃES', 'RUA MANUEL FERREIRA PINTO', 'com painel abrigo')
(114310449, 'PNG1', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(114310449, 'PNG2', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(112617127, 'LOUR3', '0', 'C9', 'GONDOMAR', 'RIO TINTO', 'RUA LOURINHA', 'postalete')
(112617127, 'LOUR4', '0', 'C9', 'GONDOMAR', 'RIO TINTO', 'RUA CALOUSTE GULBENKIEN', 'com painel abrigo')
(1263433204, 'ICDF1', '0', 'C1', 'PORTO', 'CEDOFEITA', 'LARGO PRIORADO', 'PARAGEM COM ABRIGO J')
(501142252, 'PNV2', '0', 'C2', 'PORTO', 'RAMALDE', 'AVENIDA BOAVISTA', 'PARAGEM COM ABRIGO J')
(495503510, 'PNV3', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'AVENIDA BOAVISTA', 'PARAGEM COM ABRIGO J')
(1105954942, 'BARO1', '0', 'C2', 'PORTO', 'ALDOAR', '0', 'postalete')
(497311321, 'BARO2', '0', 'C2', 'PORTO', 'ALDOAR', 'RUA PACO DE SOUSA', 'postalete')
(430284855, 'PP1', '1492', 'C5', 'MATOSINHOS', 'LEÇA DO BALIO', 'RUA GODINHO DE FARIA', 'PARAGEM COM ABRIGO J')
(111506652, 'PQBT2', '0', 'C3', 'MATOSINHOS', 'MATOSINHOS', 'RUA LO FERREIRA', 'com painel abrigo')
(111506652, 'PQBT3', '0', 'C3', 'MATOSINHOS', 'MATOSINHOS', 'RUA CONDE ALTO MEARIM', 'postalete')
(111506652, 'PQBT4', '0', 'C3', 'MATOSINHOS', 'MATOSINHOS', 'RUA TOMAS RIBEIRO', 'postalete')
(96496394, 'PQC1', '0', 'C2', 'MATOSINHOS', 'MATOSINHOS', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(96496394, 'PQC2', '0', 'C2', 'PORTO', 'ALDOAR', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(100118446, 'APRD1', '0', 'S8', 'VILA NOVA DE GAIA', 'VILA NOVA DE GAIA (SANTA MARINHA)', 'RUA BARAO DO CORVO', 'abrigo')
(285952054, 'SBNT', '0', 'C1', 'PORTO', 'SÉ', 'PRACA ALMEIDA GARRET', 'PARAGEM COM ABRIGO J')
(476019044, 'MS1', '0', 'C1', 'PORTO', 'SÉ', 'RUA MOUZINHO DA SILVEIRA', 'PARAGEM SEM ABRIGO')
(135857470, 'BTLH1', '0', 'C1', 'PORTO', 'SÉ', 'PRACA BATALHA', 'PARAGEM COM ABRIGO J')
(137882131, 'ALXH3', '0', 'C1', 'PORTO', 'SÉ', 'RUA ALEXANDRE HERCULANO', 'PARAGEM SEM ABRIGO')
(663689451, 'VALC1', '0', 'C10', 'VALONGO', 'VALONGO', 'PRACA MACHADO DOS SANTOS', 'PARAGEM SEM ABRIGO')
(1264279316, 'PRCD1', '0', 'C2', 'PORTO', 'ALDOAR', 'RUA ANTONIO AROSO', 'postalete')
(497317073, 'PRCD2', '0', 'C2', 'PORTO', 'ALDOAR', 'RUA ANTONIO AROSO', 'postalete')
(430267067, 'PRD1', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA MANUEL GONCALVES LAGE', 'PARAGEM COM ABRIGO C')
(430267067, 'PRD2', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA PONTE DE PARADA', 'com painel abrigo')
(430267067, 'PRD3', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA MANUEL GONCALVES LAGE', 'PARAGEM COM ABRIGO C')
(286968787, 'PRDJ1', '0', 'C1', 'PORTO', 'SANTO ILDEFONSO', 'RUA SA DA BANDEIRA', 'PARAGEM COM ABRIGO J')
(475410511, 'PRDJ2', '0', 'C1', 'PORTO', 'SANTO ILDEFONSO', 'RUA SA DA BANDEIRA', 'postalete')
(138244094, 'PRDR1', '0', 'C1', 'PORTO', 'BONFIM', 'AVENIDA RODRIGUES FREITAS', 'PARAGEM SEM ABRIGO')
(138244094, 'PRDR2', '0', 'C1', 'PORTO', 'BONFIM', 'AVENIDA RODRIGUES FREITAS', 'PARAGEM SEM ABRIGO')
(111634978, 'PREC1', '0', 'C2', 'PORTO', 'RAMALDE', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(111634978, 'PREC2', '0', 'C2', 'PORTO', 'RAMALDE', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'postalete')
(1097379639, 'PREG', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'RUA PESO DA REGUA', 'PARAGEM SEM ABRIGO')
(126604780, 'PPR1', '0', 'C2', 'PORTO', 'PARANHOS', 'RUA MONTE DOS BURGOS', 'PARAGEM SEM ABRIGO')
(792070361, 'PPR2', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA MONTE DOS BURGOS', 'PARAGEM COM ABRIGO J')
(335739291, 'PREL4', '0', 'C1', 'PORTO', 'RAMALDE', 'RUA CENTRAL FRANCOS', 'com painel abrigo')
(335739291, 'PREL5', '0', 'C1', 'PORTO', 'RAMALDE', 'RUA CENTRAL FRANCOS', 'com painel abrigo')
(418015099, 'PRF1', '0', 'C1', 'PORTO', 'CAMPANHÃ', 'ALAMEDA 25 DE ABRIL', 'PARAGEM SEM ABRIGO')
(414913212, 'PRF2', '0', 'C1', 'PORTO', 'BONFIM', 'PRACA FLORES', 'PARAGEM SEM ABRIGO')
(335562045, 'PRG1', '0', 'C1', 'PORTO', 'MASSARELOS', 'RUA JULIO DINIS', 'PARAGEM COM ABRIGO J')
(1110673556, 'PRG2', '0', 'C1', 'PORTO', 'MASSARELOS', 'RUA JULIO DINIS', 'PARAGEM COM ABRIGO J')
(128673221, 'PRG3', '0', 'C1', 'PORTO', 'MASSARELOS', 'PRACA GALIZA', 'com painel abrigo')
(128673221, 'PRG4', '0', 'C1', 'PORTO', 'MASSARELOS', 'PRACA GALIZA', 'PARAGEM COM ABRIGO J')
(128673221, 'PRG6', '0', 'C1', 'PORTO', 'MASSARELOS', 'PRACA GALIZA', 'PARAGEM COM ABRIGO J')
(111619645, 'SAR2', '0', 'C3', 'MATOSINHOS', 'MATOSINHOS', 'RUA ROBERTO IVENS', 'postalete')
(128560413, 'TLHO1', '0', 'C5', 'PORTO', 'PARANHOS', 'RUA SILVA BRINCO', 'PARAGEM COM ABRIGO J')
(128560413, 'TLHO2', '165', 'C5', 'MATOSINHOS', 'S. MAMEDE DE INFESTA', 'RUA SILVA BRINCO', 'PARAGEM SEM ABRIGO')
(430284855, 'SBO1', '1958', 'C5', 'MAIA', 'VERMOIM', 'AVENIDA D. MANUEL II', 'postalete')
(430284855, 'SBO2', '0', 'C5', 'MAIA', 'VERMOIM', 'AVENIDA D. MANUEL II', 'postalete')
(112617113, 'SBR1', '0', 'C9', 'VALONGO', 'ERMESINDE', 'RUA RODRIGUES FREITAS', 'PARAGEM COM ABRIGO J')
(112617112, 'SBR2', '0', 'C9', 'VALONGO', 'ERMESINDE', 'RUA RODRIGUES FREITAS', 'PARAGEM COM ABRIGO J')
(1224758703, 'SCC1', '0', 'S1', 'VILA NOVA DE GAIA', 'CANIDELO', 'RUA BELGICA', 'com painel abrigo')
(1224758703, 'SCC2', '2214', 'S1', 'VILA NOVA DE GAIA', 'CANIDELO', 'RUA BELGICA', 'com painel abrigo')
(311624206, 'SCL1', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'RUA OURO', 'PARAGEM COM ABRIGO J')
(1296455370, 'SCL2', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'RUA OURO', 'PARAGEM COM ABRIGO J')
(122452407, 'SCR1', '0', 'C1', 'PORTO', 'BONFIM', 'RUA CARLOS MALHEIRO DIAS', 'abrigo')
(122452407, 'SCR4', '0', 'C1', 'PORTO', 'BONFIM', 'RUA NOVA S. CRISPIM', 'postalete')
(112664172, 'SCT1', '0', 'C8', 'GONDOMAR', 'RIO TINTO', '0', 'PARAGEM SEM ABRIGO')
(112664172, 'SCT2', '0', 'C8', 'GONDOMAR', 'RIO TINTO', '0', 'PARAGEM COM ABRIGO C')
(112617137, 'SCT3', '0', 'C8', 'GONDOMAR', 'RIO TINTO', 'RUA PEDRO ALVARES CABRAL', 'postalete')
(112617137, 'SCT4', '0', 'C8', 'GONDOMAR', 'RIO TINTO', 'RUA PEDRO ALVARES CABRAL', 'postalete')
